seed,k,train_condition,train_snr,test_snr,macro_ap,macro_auc,accuracy
3,16,S,5.0,5,0.9262521609521429,0.9785024596366382,0.8395522388059702
3,16,S,5.0,10,0.9484495013795515,0.9842735558153205,0.8917910447761194
3,32,C,,-5,0.5516070239817906,0.8385883046260361,0.43656716417910446
3,32,C,,0,0.7206352780622317,0.9067899509676102,0.5970149253731343
3,32,C,,5,0.8191488143049319,0.9482672047558728,0.7276119402985075
3,32,C,,10,0.8921371583394625,0.9708344614673974,0.7835820895522388
3,32,M,,-5,0.7154199420097062,0.910361201764819,0.6529850746268657
3,32,M,,0,0.8784797505263187,0.958608925783825,0.8097014925373134
3,32,M,,5,0.9229384145570946,0.9795543545231624,0.8805970149253731
3,32,M,,10,0.941105568372031,0.9867278288701629,0.9104477611940298
3,32,S,5.0,-5,0.6869311504671322,0.8938099152391917,0.5746268656716418
3,32,S,5.0,0,0.8481051397192297,0.9505135592163697,0.7686567164179104
3,32,S,5.0,5,0.9359182765143069,0.9841208217973942,0.8619402985074627
3,32,S,5.0,10,0.9660046075417262,0.9906523057200963,0.9067164179104478
4,2,C,,-5,0.5581359398127314,0.8519530121236237,0.48134328358208955
4,2,C,,0,0.7132971219245323,0.9086966332899779,0.6268656716417911
4,2,C,,5,0.7993834751121157,0.9367297735036061,0.7201492537313433
4,2,C,,10,0.8608804821714621,0.9620649466297728,0.7761194029850746
4,2,M,,-5,0.5825212734783679,0.8517234927732134,0.5634328358208955
4,2,M,,0,0.6994898532272391,0.8983222698546107,0.6455223880597015
4,2,M,,5,0.7961471679496472,0.9272407962580138,0.6828358208955224
4,2,M,,10,0.8459638873335507,0.9454403955762242,0.7313432835820896
4,2,S,5.0,-5,0.5469998376378787,0.8371620164832054,0.5186567164179104
4,2,S,5.0,0,0.7199508941576467,0.8962147732794374,0.6305970149253731
4,2,S,5.0,5,0.7997283511161185,0.9282845008016839,0.7276119402985075
4,2,S,5.0,10,0.8762779626184773,0.9531062339026043,0.7835820895522388
4,4,C,,-5,0.53527635489173,0.8385315371259348,0.4216417910447761
4,4,C,,0,0.7177833572951711,0.911757558527701,0.5970149253731343
4,4,C,,5,0.821389166259979,0.946740753526328,0.7126865671641791
4,4,C,,10,0.8943755037541518,0.9686342423396331,0.7985074626865671
4,4,M,,-5,0.6890815862619267,0.8986497037024366,0.6156716417910447
4,4,M,,0,0.815042807165726,0.9392264349437512,0.753731343283582
4,4,M,,5,0.8602306308745359,0.9577103393995323,0.8022388059701493
4,4,M,,10,0.887338011949777,0.9670703776232307,0.8246268656716418
4,4,S,5.0,-5,0.6984654753667977,0.8968747749999807,0.6082089552238806
4,4,S,5.0,0,0.8380647143245065,0.9427007058052495,0.7761194029850746
4,4,S,5.0,5,0.8984699116682269,0.9652258047300714,0.8507462686567164
4,4,S,5.0,10,0.9210400933947941,0.9754010404122039,0.8656716417910447
4,8,C,,-5,0.5448905000662801,0.8252575689768317,0.40298507462686567
4,8,C,,0,0.7207057785525857,0.9044477418391518,0.5597014925373134
4,8,C,,5,0.8204421236652312,0.9458136051133501,0.6716417910447762
4,8,C,,10,0.8878895281801723,0.9658702582761481,0.7686567164179104
4,8,M,,-5,0.6702463171052357,0.8799883687745649,0.6567164179104478
4,8,M,,0,0.8069943906506257,0.9342438397234731,0.7350746268656716
4,8,M,,5,0.8629223597863591,0.9548550248024874,0.7910447761194029
4,8,M,,10,0.9002985743556435,0.965419259224338,0.8470149253731343
4,8,S,5.0,-5,0.6310521824150556,0.8629554096357234,0.5970149253731343
4,8,S,5.0,0,0.797043980690047,0.9394809682037899,0.7164179104477612
4,8,S,5.0,5,0.8763734532517903,0.9680012976825907,0.8171641791044776
4,8,S,5.0,10,0.907049564025899,0.9778870574627153,0.8619402985074627
4,16,C,,-5,0.5607482642019936,0.8607077689267627,0.47761194029850745
4,16,C,,0,0.7555029163148814,0.9281590352212842,0.6417910447761194
4,16,C,,5,0.8468605293280934,0.9544785572584674,0.75
4,16,C,,10,0.9068097639316463,0.9726368442845902,0.8097014925373134
4,16,M,,-5,0.7542678253341529,0.9171433915162374,0.7126865671641791
4,16,M,,0,0.8723645680396074,0.957012699069325,0.8246268656716418
4,16,M,,5,0.9135208578858391,0.9749313817884591,0.8656716417910447
4,16,M,,10,0.9384128170047749,0.9835247198845084,0.8917910447761194
4,16,S,5.0,-5,0.7076568568915148,0.9019113604440128,0.6417910447761194
4,16,S,5.0,0,0.8466702054069032,0.9503277135156762,0.7611940298507462
4,16,S,5.0,5,0.9116038888715272,0.9758520239756142,0.8432835820895522
4,16,S,5.0,10,0.9433995749764756,0.9853840242222347,0.9029850746268657
4,32,C,,-5,0.5779556013129336,0.8499201782783766,0.4291044776119403
4,32,C,,0,0.7480680448433886,0.9149045559602753,0.6194029850746269
4,32,C,,5,0.8458382435580002,0.949565893566115,0.7313432835820896
4,32,C,,10,0.9066645080501002,0.9713503941283823,0.7873134328358209
4,32,M,,-5,0.7549128827393952,0.9242295739718529,0.667910447761194
4,32,M,,0,0.9061568936566194,0.9747303711416662,0.8134328358208955
4,32,M,,5,0.9427081083481067,0.9861185019240315,0.8544776119402985
4,32,M,,10,0.960562156593408,0.9894704697887572,0.8880597014925373
4,32,S,5.0,-5,0.6856788378101765,0.9053210412305861,0.582089552238806
4,32,S,5.0,0,0.8516707803910324,0.9583078368418294,0.7611940298507462
4,32,S,5.0,5,0.9278041554749134,0.9800173769227538,0.8432835820895522
4,32,S,5.0,10,0.9438881924804273,0.9853083094138974,0.8582089552238806
